countyFips,placeFips,area,year,cbBuildingPermit,sdoBuildingPermit,totalPopulation,householdPopulation,personsPerHousehold,totalHousingUnits,occupiedHousingUnits,vacantHousingUnits
109,18420,Crestone,2017,0,0,164,164,2.12987013,119,77,42
117,51690,Montezuma,2016,0,0,69,69,2.555555556,55,27,28
113,76795,Telluride,2011,19,0,"2,373","2,373",2.141696751,"2,094","1,108",986
999,00000,Multi-County Places,2014,0,0,"1,010,742","1,003,853",2.642427704,"386,681","379,898","6,783"
105,19795,Del Norte,2018,3,,"1,554","1,513",2.41307815,858,627,231
021,00000,CONEJOS COUNTY,2010,4,0,"8,282","8,246",2.636189258,"4,289","3,128","1,161"
059,52350,Mountain View,2011,0,0,511,511,1.965384615,278,260,18
123,03950,Ault,2017,22,0,"1,763","1,763",2.635276532,669,669,0
123,45970,Longmont (Part),2012,0,0,134,118,1.76119403,90,67,23
041,11260,Calhan,2013,0,0,806,806,2.51875,350,320,30
073,99990,Unincorp. Area,2011,0,0,"2,466","1,578",2.416539051,835,653,182
013,82735,Ward,2014,0,0,153,153,1.987012987,101,77,24
059,45255,Littleton (Part),2018,3,30,"2,677","2,677",3.045506257,879,879,0
123,77290,Thornton (Part),2015,0,0,,,,0,,
021,48060,Manassa,2015,2,0,970,970,2.709497207,435,358,77
095,37270,Holyoke,2014,0,1,"2,291","2,251",2.415236052,"1,040",932,108
001,08675,Brighton (Part),2017,505,505,"39,733","38,190",3.067962725,"12,704","12,448",256
089,27975,Fowler,2017,0,0,"1,143","1,106",2.177165354,597,508,89
023,00000,COSTILLA COUNTY,2015,30,0,"3,585","3,585",2.273303741,"2,720","1,577","1,143"
117,00000,SUMMIT COUNTY,2016,143,0,"30,682","30,409",2.358932589,"30,854","12,891","17,963"
069,06255,Berthoud (Part),2011,11,11,"5,100","5,031",2.511732401,"2,077","2,003",74
069,77510,Timnath,2013,141,0,"1,512","1,512",2.918918919,580,518,62
071,99990,Unincorp. Area,2011,61,61,"5,435","4,953",2.272018349,"3,394","2,180","1,214"
041,11260,Calhan,2017,1,0,826,826,2.518292683,352,328,24
043,15330,Coal Creek,2016,0,0,340,340,2.428571429,160,140,20
115,99990,Unincorp. Area,2018,0,,668,668,2.249158249,408,297,111
041,16000,Colorado Springs,2010,237,685,"420,696","412,159",2.436403081,"180,266","169,167","11,099"
055,99990,Unincorp. Area,2017,31,38,"2,882","2,773",2.100757576,"2,907","1,320","1,587"
061,34740,Haswell,2012,0,0,70,70,2.058823529,42,34,8
071,73715,Starkville,2014,0,0,51,51,2.318181818,35,22,13
105,00000,RIO GRANDE COUNTY,2011,18,0,"11,898","11,700",2.465233881,"6,657","4,746","1,911"
109,67005,Saguache,2010,0,0,486,468,1.966386555,345,238,107
011,99990,Unincorp. Area,2018,3,,"3,651","1,797",2.364473684,"1,051",760,291
085,99990,Unincorp. Area,2013,32,31,"18,736","18,710",2.547311096,"8,493","7,345","1,148"
071,00000,LAS ANIMAS COUNTY,2015,6,0,"14,052","13,168",2.29367706,"8,532","5,741","2,791"
039,70635,Simla,2018,0,,647,617,2.659482759,266,232,34
005,00000,ARAPAHOE COUNTY,2011,"1,254",177,"585,883","581,086",2.531512889,"240,179","229,541","10,638"
047,12910,Central City (Part),2017,0,0,736,736,1.936842105,505,380,125
029,00000,DELTA COUNTY,2018,46,,"30,935","30,212",2.380397101,"14,766","12,692","2,074"
115,00000,SEDGWICK COUNTY,2011,0,0,"2,368","2,333",2.144301471,"1,415","1,088",327
001,08675,Brighton (Part),2014,112,112,"36,577","35,034",2.960452932,"11,834","11,834",0
119,86090,Woodland Park,2010,2,0,"7,229","7,229",2.466393722,"3,196","2,931",265
025,74815,Sugar City,2014,0,0,250,250,2.232142857,151,112,39
041,00000,EL PASO COUNTY,2011,"1,387",0,"638,570","618,348",2.555980853,"255,005","241,922","13,083"
003,37380,Hooper,2013,0,0,103,103,2.340909091,62,44,18
061,34740,Haswell,2011,1,0,71,71,2.088235294,42,34,8
045,64255,Rifle,2010,3,0,"9,136","9,001",2.805798005,"3,630","3,208",422
069,99990,Unincorp. Area,2012,93,79,"66,559","65,730",2.468361561,"32,986","26,629","6,357"
075,50040,Merino,2017,0,0,278,278,2.622641509,121,106,15
037,33695,Gypsum,2012,2,36,"6,525","6,525",3.223814229,"2,227","2,024",203
099,43110,Lamar,2012,1,0,"7,727","7,462",2.430618893,"3,675","3,070",605
069,00000,LARIMER COUNTY,2014,"2,711",0,"324,157","315,219",2.422897771,"140,877","130,100","10,777"
071,99990,Unincorp. Area,2018,16,15,"5,463","4,964",2.271853547,"3,658","2,185","1,473"
049,31605,Granby,2017,24,0,"2,105","2,105",2.39476678,"1,743",879,864
057,00000,JACKSON COUNTY,2010,2,0,"1,387","1,385",2.143962848,"1,288",646,642
003,00000,ALAMOSA COUNTY,2015,56,0,"15,869","15,004",2.452435436,"6,843","6,118",725
093,99990,Unincorp. Area,2011,90,0,"15,092","15,000",2.249887506,"13,362","6,667","6,695"
023,00000,COSTILLA COUNTY,2013,23,0,"3,548","3,548",2.272901986,"2,720","1,561","1,159"
029,12635,Cedaredge,2016,1,0,"2,208","2,208",2.108882521,"1,190","1,047",143
063,00000,KIT CARSON COUNTY,2015,2,0,"8,207","7,198",2.366984545,"3,554","3,041",513
105,99990,Unincorp. Area,2012,7,15,"5,204","5,107",2.503431373,"3,157","2,040","1,117"
113,00000,SAN MIGUEL COUNTY,2010,11,0,"7,356","7,347",2.128948131,"6,659","3,451","3,208"
999,06090,Bennett (Total),2016,0,0,"2,496","2,496",2.785714286,899,896,3
077,19355,De Beque,2010,0,0,500,498,2.64893617,222,188,34
113,76795,Telluride,2012,4,0,"2,405","2,405",2.14158504,"2,098","1,123",975
065,99990,Unincorp. Area,2012,13,0,"4,602","4,598",2.644048304,"2,597","1,739",858
123,29955,Gilcrest,2017,0,1,"1,104","1,104",3.190751445,346,346,0
047,12910,Central City (Part),2012,4,0,664,664,1.935860058,493,343,150
023,00000,COSTILLA COUNTY,2018,0,,"3,810","3,810",2.27326969,"2,721","1,676","1,045"
009,82460,Walsh,2013,0,0,525,503,2.087136929,350,241,109
015,60600,Poncha Springs,2013,3,0,763,763,2.305135952,372,331,41
079,00000,MINERAL COUNTY,2010,2,0,705,705,2.008547009,"1,203",351,852
037,00000,EAGLE COUNTY,2018,420,,"54,863","54,793",2.702890687,"32,844","20,272","12,572"
111,70580,Silverton,2015,0,0,627,627,1.996815287,505,314,191
027,99990,Unincorp. Area,2015,42,42,"3,366","3,366",2.170967742,"3,527","1,550","1,977"
029,12635,Cedaredge,2012,0,0,"2,211","2,211",2.109732824,"1,181","1,048",133
113,00000,SAN MIGUEL COUNTY,2012,7,0,"7,580","7,571",2.129077615,"6,690","3,556","3,134"
043,11810,Canon City,2012,8,0,"16,353","14,779",2.232814625,"7,315","6,619",696
017,41010,Kit Carson,2017,0,0,233,218,2.319148936,149,94,55
013,99990,Unincorp. Area,2015,46,46,"45,071","45,018",2.334595239,"21,408","19,283","2,125"
103,62880,Rangely,2015,3,2,"2,345","2,137",2.461981567,"1,041",868,173
099,00000,PROWERS COUNTY,2011,2,0,"12,487","12,172",2.479527399,"5,945","4,909","1,036"
075,26875,Fleming,2018,0,,402,402,2.466257669,208,163,45
009,82460,Walsh,2014,0,0,515,493,2.088983051,350,236,114
999,12910,Central City (Total),2010,2,0,668,668,1.936231884,489,345,144
123,45970,Longmont (Part),2014,0,0,136,120,1.739130435,90,69,21
013,07850,Boulder,2016,243,243,"107,654","97,653",2.159986729,"46,150","45,210",940
063,99990,Unincorp. Area,2016,0,0,"2,246","2,246",2.473568282,"1,112",908,204
085,51745,Montrose,2018,102,107,"19,406","18,958",2.373904333,"9,115","7,986","1,129"
089,75970,Swink,2015,0,0,594,594,2.485355649,286,239,47
023,07190,Blanca,2016,0,0,401,401,2.709459459,172,148,24
053,00000,HINSDALE COUNTY,2014,4,0,771,715,2.17325228,"1,405",329,"1,076"
019,70360,Silver Plume,2018,0,,177,177,2.034482759,146,87,59
035,43550,Larkspur,2018,2,,202,202,2.269662921,100,89,11
023,00000,COSTILLA COUNTY,2016,35,0,"3,705","3,705",2.273006135,"2,720","1,630","1,090"
107,55155,Oak Creek,2017,5,0,929,929,2.249394673,513,413,100
095,99990,Unincorp. Area,2016,5,0,"1,098","1,098",2.516055046,536,436,100
001,54330,Northglenn (Part),2013,0,0,"37,451","37,322",2.643762839,"14,263","14,117",146
027,00000,CUSTER COUNTY,2010,15,0,"4,272","4,257",2.131697546,"3,973","1,997","1,976"
041,62660,Ramah,2014,0,0,126,126,2.210526316,68,57,11
061,99990,Unincorp. Area,2018,0,,632,632,2.332103321,383,271,112
059,52075,Morrison,2017,0,0,438,292,2.070921986,142,141,1
099,34520,Hartman,2016,0,0,77,77,2.333333333,48,33,15
075,18640,Crook,2018,1,,107,107,1.945454545,77,55,22
029,57300,Paonia,2015,0,2,"1,400","1,363",2.153238547,748,633,115
099,37215,Holly,2010,0,2,801,757,2.540268456,381,298,83
023,07190,Blanca,2015,0,0,388,388,2.713286713,172,143,29
005,04000,Aurora (Part),2016,463,463,"315,807","314,772",2.60243235,"120,953","120,953",0
089,42110,La Junta,2018,2,2,"6,936","6,587",2.327561837,"3,430","2,830",600
069,39855,Johnstown (Part),2017,14,93,"2,051","2,051",2.38766007,"1,021",859,162
065,44320,Leadville,2015,0,0,"2,686","2,599",2.118174409,"1,680","1,227",453
049,37600,Hot Sulphur Springs,2017,2,0,705,672,2.488888889,332,270,62
109,18420,Crestone,2016,1,1,160,160,2.133333333,119,75,44
041,57025,Palmer Lake,2010,1,0,"2,433","2,430",2.53125,"1,080",960,120
093,01530,Alma,2011,2,0,270,270,1.97080292,191,137,54
061,99990,Unincorp. Area,2011,5,0,650,650,2.338129496,375,278,97
999,85485,Windsor (Total),2012,248,248,"20,229","20,126",2.755099247,"7,648","7,305",343
999,85485,Windsor (Total),2017,368,750,"26,668","26,565",2.749146228,"9,765","9,663",102
035,99990,Unincorp. Area,2013,951,951,"181,870","181,584",2.766657017,"67,240","65,633","1,607"
005,45255,Littleton (Part),2015,428,900,"43,624","43,133",2.226334262,"19,374","19,374",0
005,45255,Littleton (Part),2014,5,958,"42,178","41,687",2.217393617,"18,956","18,800",156
999,24950,Erie (Total),2014,248,209,"20,878","20,878",2.876946397,"7,323","7,257",66
123,27700,Fort Lupton,2014,6,6,"7,795","7,795",3.085906572,"2,560","2,526",34
013,39195,Jamestown,2016,3,3,304,304,2.096551724,152,145,7
009,99990,Unincorp. Area,2015,0,0,"1,292","1,292",2.327927928,824,555,269
093,25610,Fairplay,2014,0,0,699,699,2.284313725,404,306,98
123,45530,Lochbuie (Part),2014,11,11,"5,359","5,359",2.898323418,"1,910","1,849",61
123,55045,Nunn,2010,0,0,417,417,2.512048193,197,166,31
085,51745,Montrose,2014,30,30,"18,808","18,360",2.373626374,"8,828","7,735","1,093"
047,07025,Black Hawk,2017,0,0,113,113,1.98245614,62,57,5
019,24620,Empire,2012,1,0,282,282,1.73006135,196,163,33
029,12635,Cedaredge,2013,2,0,"2,216","2,216",2.11047619,"1,183","1,050",133
017,99990,Unincorp. Area,2018,3,,790,790,2.430769231,426,325,101
999,06090,Bennett (Total),2017,0,0,"2,484","2,484",2.769230769,899,897,2
123,03950,Ault,2016,20,18,"1,697","1,697",2.622874807,647,647,0
999,32650,Green Mtn Falls (Total),2013,4,4,842,818,1.99026764,599,411,188
035,00000,DOUGLAS COUNTY,2014,"2,594",0,"314,822","313,951",2.791047695,"114,734","112,485","2,249"
123,85485,Windsor (Part),2014,166,166,"16,611","16,508",2.703570259,"6,257","6,106",151
015,99990,Unincorp. Area,2010,12,0,"9,212","7,951",2.228075091,"5,398","3,569","1,829"
059,00000,JEFFERSON COUNTY,2011,610,0,"540,562","532,839",2.416076068,"230,772","220,539","10,233"
013,39195,Jamestown,2013,0,0,283,283,2.096296296,142,135,7
045,00000,GARFIELD COUNTY,2015,83,0,"57,829","56,954",2.726376257,"23,638","20,890","2,748"
021,42055,La Jara,2012,0,0,808,803,2.598705502,355,309,46
115,56475,Ovid,2015,0,0,318,318,2.271428571,177,140,37
119,86090,Woodland Park,2016,16,19,"7,392","7,392",2.466466466,"3,312","2,997",315
067,38535,Ignacio,2017,2,2,726,726,2.48630137,314,292,22
105,00000,RIO GRANDE COUNTY,2018,23,,"11,220","11,022",2.46687556,"6,802","4,468","2,334"
049,41560,Kremmling,2013,0,0,"1,385","1,381",2.344651952,706,589,117
053,99990,Unincorp. Area,2011,1,1,426,370,2.228915663,944,166,778
047,12910,Central City (Part),2018,0,21,741,741,1.939790576,505,382,123
123,77290,Thornton (Part),2016,0,0,,,,0,,
125,86310,Wray,2010,0,0,"2,340","2,195",2.36785329,"1,018",927,91
085,53120,Naturita,2018,0,0,519,519,2.1625,313,240,73
051,18310,Crested Butte,2014,9,0,"1,559","1,559",2.051315789,"1,107",760,347
009,73330,Springfield,2018,0,,"1,365","1,305",2.09470305,831,623,208
099,99990,Unincorp. Area,2013,1,1,"2,877","2,871",2.548845471,"1,407","1,126",281
045,00000,GARFIELD COUNTY,2016,144,0,"58,963","58,079",2.726585606,"23,774","21,301","2,473"
123,00000,WELD COUNTY,2010,172,0,"254,230","248,335",2.767642208,"96,558","89,827","6,731"
999,08675,Brighton (Total),2010,9,0,"33,452","31,906",2.948253558,"11,389","10,822",567
077,56970,Palisade,2011,8,8,"2,735","2,620",2.212837838,"1,287","1,184",103
059,42495,Lakeside,2017,0,0,8,8,1,10,8,2
075,58235,Peetz,2014,0,0,234,234,2.463157895,106,95,11
117,28690,Frisco,2011,36,0,"2,712","2,712",2.067073171,"3,158","1,312","1,846"
117,99990,Unincorp. Area,2016,0,0,"16,087","15,919",2.386448808,"15,863","6,671","9,192"
009,99990,Unincorp. Area,2016,0,0,"1,283","1,283",2.326086957,824,552,272
043,85155,Williamsburg,2013,0,0,654,654,2.5546875,282,256,26
097,04935,Basalt (Part),2011,0,0,929,929,2.375959079,514,391,123
101,00000,PUEBLO COUNTY,2015,79,0,"162,724","158,720",2.457650739,"70,508","64,582","5,926"
013,53175,Nederland,2012,0,0,"1,477","1,472",2.19047619,750,672,78
001,04000,Aurora (Part),2016,27,27,"45,752","44,571",3.075134538,"14,950","14,494",456
001,45530,Lochbuie (Part),2013,0,0,2,2,2,1,1,0
999,24950,Erie (Total),2011,118,103,"19,104","19,104",2.877541798,"6,856","6,639",217
001,08675,Brighton (Part),2012,51,51,"34,315","32,772",2.946857297,"11,369","11,121",248
097,03620,Aspen,2015,372,372,"7,206","7,164",1.88179669,"6,400","3,807","2,593"
005,30340,Glendale,2012,0,0,"4,322","4,322",1.765522876,"2,649","2,448",201
019,24620,Empire,2010,0,0,283,283,1.725609756,194,164,30
059,43000,Lakewood,2015,"1,195","1,212","151,934","149,763",2.271614489,"68,045","65,928","2,117"
001,83835,Westminster (Part),2015,34,34,"68,840","68,519",2.601526312,"26,902","26,338",564
005,08070,Bow Mar (Part),2015,3,0,650,650,3.217821782,211,202,9
105,00000,RIO GRANDE COUNTY,2014,22,0,"11,493","11,295",2.466157205,"6,726","4,580","2,146"
051,99990,Unincorp. Area,2012,35,0,"6,988","6,898",2.309778969,"5,869","2,986","2,883"
109,67005,Saguache,2018,0,,504,486,1.967611336,345,247,98
065,44320,Leadville,2018,4,,"2,853","2,775",2.118320611,"1,721","1,310",411
081,00000,MOFFAT COUNTY,2018,11,,"13,178","13,076",2.391367959,"6,276","5,468",808
121,56365,Otis,2016,1,0,463,463,2.350253807,250,197,53
085,53120,Naturita,2014,0,1,524,524,2.156378601,316,243,73
115,99990,Unincorp. Area,2010,0,0,687,687,2.249180328,399,305,94
111,00000,SAN JUAN COUNTY,2017,8,0,712,712,2.034285714,779,350,429
035,00000,DOUGLAS COUNTY,2016,"3,159",0,"328,370","327,499",2.791716037,"119,555","117,311","2,244"
095,99990,Unincorp. Area,2017,0,0,"1,099","1,099",2.514874142,536,437,99
059,30835,Golden,2010,20,0,"18,929","16,596",2.236054972,"7,767","7,422",345
115,00000,SEDGWICK COUNTY,2016,0,0,"2,403","2,368",2.142986425,"1,421","1,105",316
085,54935,Nucla,2010,0,0,706,706,2.314754098,367,305,62
123,22860,Eaton,2018,95,98,"5,507","5,507",2.779909137,"2,013","1,981",32
011,43660,Las Animas,2013,0,0,"2,256","2,178",2.32196162,"1,214",938,276
055,44100,La Veta,2015,0,0,751,751,1.925641026,569,390,179
107,99990,Unincorp. Area,2018,34,,"9,108","9,051",2.433718742,"5,012","3,719","1,293"
041,16000,Colorado Springs,2017,"1,938","1,938","466,280","455,860",2.436399008,"191,401","187,104","4,297"
117,20440,Dillon,2014,5,0,933,933,1.985106383,"1,303",470,833
097,71755,Snowmass Village,2014,6,0,"2,902","2,892",2.121790169,"2,380","1,363","1,017"
123,85485,Windsor (Part),2015,128,128,"17,095","16,992",2.703579952,"6,382","6,285",97
101,99990,Unincorp. Area,2012,68,68,"52,686","52,418",2.655554993,"21,857","19,739","2,118"
089,27975,Fowler,2018,0,0,"1,144","1,107",2.174852652,597,509,88
049,41560,Kremmling,2011,2,2,"1,413","1,409",2.344425957,698,601,97
021,42055,La Jara,2013,0,0,801,796,2.60130719,355,306,49
999,39855,Johnstown (Total),2017,181,132,"14,606","14,606",2.972928964,"5,150","4,913",237
003,00000,ALAMOSA COUNTY,2016,26,0,"16,020","15,155",2.452265372,"6,879","6,180",699
085,54935,Nucla,2014,4,0,697,697,2.315614618,375,301,74
101,66895,Rye,2018,1,,158,158,2.164383562,116,73,43
005,13845,Cherry Hills Village,2014,17,17,"6,467","6,467",2.967875172,"2,204","2,179",25
005,45255,Littleton (Part),2010,68,361,"39,566","39,075",2.217398706,"18,680","17,622","1,058"
073,99990,Unincorp. Area,2012,3,0,"2,526","1,581",2.418960245,838,654,184
071,15550,Cokedale,2016,0,0,116,116,2.416666667,97,48,49
999,45530,Lochbuie (Total),2016,103,103,"5,803","5,803",2.897154269,"2,037","2,003",34
075,99990,Unincorp. Area,2014,14,2,"6,614","6,518",2.472306525,"2,988","2,636",352
023,07190,Blanca,2014,0,0,387,387,2.706293706,172,143,29
089,13460,Cheraw,2018,0,,244,244,2.489795918,115,98,17
059,84440,Wheat Ridge,2015,49,51,"31,253","30,699",2.118779764,"14,996","14,489",507
029,19850,Delta,2018,6,6,"8,951","8,815",2.487302483,"3,896","3,544",352
087,36610,Hillrose,2013,0,0,263,263,2.504761905,124,105,19
113,55870,Ophir,2010,0,0,180,180,2.686567164,73,67,6
033,21265,Dove Creek,2014,0,0,700,700,2.380952381,360,294,66
073,03235,Arriba,2016,1,0,199,199,2.030612245,131,98,33
069,77510,Timnath,2015,172,0,"2,398","2,398",2.920828258,910,821,89
039,00000,ELBERT COUNTY,2011,33,0,"23,136","23,063",2.746249107,"8,981","8,398",583
011,99990,Unincorp. Area,2010,1,0,"4,093","1,963",2.365060241,"1,029",830,199
021,02355,Antonito,2011,2,0,781,780,2.26744186,409,344,65
087,00000,MORGAN COUNTY,2017,33,0,"28,144","27,580",2.681053757,"11,702","10,287","1,415"
123,24950,Erie (Part),2015,162,131,"12,032","12,032",2.803355079,"4,321","4,292",29
017,14175,Cheyenne Wells,2011,1,0,859,832,2.149870801,430,387,43
085,55540,Olathe,2015,0,0,"1,766","1,698",3.021352313,634,562,72
099,31550,Granada,2017,0,0,492,492,2.779661017,243,177,66
027,00000,CUSTER COUNTY,2013,54,0,"4,256","4,241",2.133299799,"4,155","1,988","2,167"
087,27810,Fort Morgan,2011,0,0,"11,413","11,222",2.781164808,"4,285","4,035",250
051,59830,Pitkin,2017,0,0,73,73,1.921052632,222,38,184
075,73935,Sterling,2018,2,2,"13,971","10,667",2.250896814,"5,435","4,739",696
035,57630,Parker,2010,11,43,"45,589","45,551",2.843915839,"16,580","16,017",563
035,12415,Castle Rock,2017,"1,251","1,114","63,106","62,567",2.862561193,"22,583","21,857",726
039,40790,Kiowa,2013,0,0,727,692,2.453900709,322,282,40
005,06090,Bennett (Part),2011,0,0,359,359,2.942622951,126,122,4
013,45970,Longmont (Part),2016,410,410,"93,109","92,486",2.575422572,"36,658","35,911",747
123,22860,Eaton,2012,11,14,"4,523","4,523",2.692261905,"1,718","1,680",38
007,99990,Unincorp. Area,2010,10,0,"10,338","10,275",2.26172133,"7,827","4,543","3,284"
053,00000,HINSDALE COUNTY,2016,6,0,786,730,2.179104478,"1,415",335,"1,080"
063,26765,Flagler,2015,0,0,558,558,2.082089552,328,268,60
105,72395,South Fork,2017,0,0,360,354,2.145454545,603,165,438
005,19630,Deer Trail,2016,33,0,689,689,2.375862069,322,290,32
069,27425,Fort Collins,2017,"1,874","2,084","164,631","156,712",2.367358037,"68,075","66,197","1,878"
051,48555,Marble,2016,0,0,139,139,2.438596491,106,57,49
069,00000,LARIMER COUNTY,2013,"2,170",0,"316,358","307,735",2.421565773,"138,206","127,081","11,125"
019,12910,Central City (Part),2016,0,0,,,,0,,
055,00000,HUERFANO COUNTY,2010,9,0,"6,655","6,490",2.08681672,"5,084","3,110","1,974"
069,06255,Berthoud (Part),2016,105,97,"6,039","5,970",2.511569205,"2,420","2,377",43
013,47070,Lyons,2016,5,0,"2,069","2,069",2.361872146,892,876,16
047,00000,GILPIN COUNTY,2015,13,0,"5,795","5,746",2.191456903,"3,619","2,622",997
103,62880,Rangely,2016,0,0,"2,328","2,120",2.462253194,"1,041",861,180
095,34960,Haxtun,2010,0,1,950,930,2.285012285,498,407,91
081,20495,Dinosaur,2018,1,,325,325,2.579365079,178,126,52
015,67280,Salida,2015,51,57,"5,449","5,274",2.012209081,"3,035","2,621",414
041,00000,EL PASO COUNTY,2014,"3,378",0,"663,957","643,782",2.55786751,"262,582","251,687","10,895"
021,67830,Sanford,2017,2,0,865,865,2.883333333,360,300,60
115,39965,Julesburg,2018,2,2,"1,165","1,130",2.088724584,733,541,192
999,77290,Thornton (Total),2011,252,254,"122,410","121,948",2.860547489,"43,763","42,631","1,132"
015,00000,CHAFFEE COUNTY,2018,154,,"20,024","18,525",2.15457083,"11,188","8,598","2,590"
121,56365,Otis,2012,0,0,447,447,2.352631579,249,190,59
049,85705,Winter Park,2011,2,6,973,960,2.051282051,"2,575",468,"2,107"
113,52550,Mountain Village,2010,0,0,"1,313","1,313",1.757697456,"2,066",747,"1,319"
081,20495,Dinosaur,2017,2,0,322,322,2.596774194,177,124,53
091,64200,Ridgway,2011,0,3,913,913,2.288220551,511,399,112
009,00000,BACA COUNTY,2017,1,0,"3,542","3,460",2.274819198,"2,253","1,521",732
115,00000,SEDGWICK COUNTY,2014,3,0,"2,329","2,294",2.143925234,"1,420","1,070",350
067,00000,LA PLATA COUNTY,2011,222,0,"51,893","50,180",2.352113996,"26,124","21,334","4,790"
009,11645,Campo,2010,,0,109,109,2.319148936,75,47,28
059,75640,Superior (Part),2015,0,0,,,,0,,
123,00000,WELD COUNTY,2018,"3,214",,"314,250","309,071",2.786909045,"112,857","111,000","1,857"
087,00000,MORGAN COUNTY,2016,79,0,"28,086","27,522",2.680627252,"11,673","10,267","1,406"
123,85485,Windsor (Part),2016,243,243,"17,834","17,731",2.703720647,"6,619","6,558",61
999,12910,Central City (Total),2018,0,21,741,741,1.939790576,505,382,123
099,34520,Hartman,2011,,0,81,81,2.314285714,48,35,13
095,37270,Holyoke,2016,1,0,"2,232","2,192",2.416758545,"1,043",907,136
015,67280,Salida,2011,15,18,"5,269","5,094",2.012643224,"2,916","2,531",385
049,37600,Hot Sulphur Springs,2014,6,0,670,637,2.48828125,326,256,70
